column,key,value
CNT,276,Germany
CNT,300,Greece
CNT,344,Hong Kong-China
CNT,348,Hungary
CNT,352,Iceland
CNT,360,Indonesia
CNT,372,Ireland
CNT,376,Israel
CNT,380,Italy
CNT,392,Japan
CNT,400,Jordan
CNT,398,Kazakhstan
CNT,410,Korea
CNT,417,Kyrgyzstan
CNT,428,Latvia
CNT,438,Liechtenstein
CNT,440,Lithuania
CNT,442,Luxembourg
CNT,446,Macao-China
CNT,484,Mexico
CNT,499,Montenegro
CNT,528,Netherlands
CNT,554,New Zealand
CNT,578,Norway
CNT,591,Panama
CNT,604,Peru
CNT,616,Poland
CNT,620,Portugal
CNT,634,Qatar
CNT,642,Romania
CNT,643,Russian Federation
CNT,688,Serbia
CNT,156,Shanghai-China
CNT,702,Singapore
CNT,703,Slovak Republic
CNT,705,Slovenia
CNT,724,Spain
CNT,752,Sweden
CNT,756,Switzerland
CNT,764,Thailand
CNT,780,Trinidad and Tobago
CNT,788,Tunisia
CNT,792,Turkey
CNT,826,United Kingdom
CNT,840,United States
CNT,858,Uruguay 
SUBNATIO,00800,Albania
SUBNATIO,03100,Azerbaijan
SUBNATIO,03200,Argentina
SUBNATIO,03600,Australia
SUBNATIO,04000,Austria
SUBNATIO,05601,Belgium (Flemish Community) 
SUBNATIO,05600,Belgium (French & German regions) (not adjudicated)
SUBNATIO,07600,Brazil
SUBNATIO,10000,Bulgaria 
SUBNATIO,12400,Canada
SUBNATIO,15200,Chile
SUBNATIO,15600,Shanghai-China
SUBNATIO,15800,Chinese Taipei
SUBNATIO,17000,Colombia 
SUBNATIO,19100,Croatia
SUBNATIO,20300,Czech Republic
SUBNATIO,20800,Denmark
SUBNATIO,23300,Estonia
SUBNATIO,24600,Finland
SUBNATIO,25000,France
SUBNATIO,27600,Germany
SUBNATIO,30000,Greece
SUBNATIO,34400,Hong Kong-China 
SUBNATIO,34800,Hungary
SUBNATIO,35200,Iceland
SUBNATIO,36000,Indonesia
SUBNATIO,37200,Ireland
SUBNATIO,37600,Israel
SUBNATIO,38000,Italy
SUBNATIO,39200,Japan
SUBNATIO,39800,Kazakhstan
SUBNATIO,40000,Jordan
SUBNATIO,41000,Korea
SUBNATIO,41700,Kyrgyzstan
SUBNATIO,42800,Latvia
SUBNATIO,43800,Liechtenstein
SUBNATIO,44000,Lithuania
SUBNATIO,44200,Luxembourg
SUBNATIO,44600,Macao-China
SUBNATIO,48400,Mexico
SUBNATIO,49900,Montenegro
SUBNATIO,52800,Netherlands
SUBNATIO,55400,New Zealand
SUBNATIO,57800,Norway
SUBNATIO,59100,Panama
SUBNATIO,60400,Peru 
SUBNATIO,61600,Poland
SUBNATIO,62000,Portugal 
SUBNATIO,63400,Qatar
SUBNATIO,64200,Romania
SUBNATIO,64300,Russian Federation
SUBNATIO,68800,Serbia
SUBNATIO,70200,Singapore
SUBNATIO,70300,Slovak Republic 
SUBNATIO,70500,Slovenia 
SUBNATIO,72401,Spain (Andalusia)
SUBNATIO,72402,Spain (Aragon)
SUBNATIO,72403,Spain (Asturias)
SUBNATIO,72404,Spain (Balearic Islands)
SUBNATIO,72405,Spain (Canary Islands)
SUBNATIO,72406,Spain (Cantabria)
SUBNATIO,72407,Spain (Castile and Leon)
SUBNATIO,72409,Spain (Catalonia)
SUBNATIO,72411,Spain (Galicia) 
SUBNATIO,72412,Spain (La Rioja)
SUBNATIO,72413,Spain (Madrid)
SUBNATIO,72414,Spain (Murcia)
SUBNATIO,72415,Spain (Navarre) 
SUBNATIO,72416,Spain (Basque Country)
SUBNATIO,72418,Spain (Ceuta and Melilla)
SUBNATIO,72499,Rest of Spain (not adjudicated) 
SUBNATIO,75200,Sweden
SUBNATIO,75600,Switzerland
SUBNATIO,76400,Thailand 
SUBNATIO,78000,Trinidad and Tobago 
SUBNATIO,78400,Dubai (UAE)
SUBNATIO,78800,Tunisia
SUBNATIO,79200,Turkey
SUBNATIO,82600,"United Kingdom (England, Wales & Northern Ireland) "
SUBNATIO,82620,United Kingdom (Scotland)
SUBNATIO,84000,United States
SUBNATIO,85800,Uruguay
00801,00802,ALB: North/Urban/Vocational
00801,00803,ALB: North/Rural/General
00801,00804,ALB: Center/Urban/General
00801,00805,ALB: Center/Urban/Vocational
00801,00806,ALB: Center/Rural/General
00801,00807,ALB: South/Urban/General
00801,00808,ALB: South/Urban/Vocational
00801,00809,ALB: South/Rural/General
00801,00810,ALB: Rural/Vocational
00801,00811,ALB: Stratum 11
00801,03201,ARG: 01: Centro
00801,03202,ARG: 02: NEA
00801,03203,ARG: 03: NOA
00801,03204,ARG: 04: Cuyo
00801,03205,ARG: 05: Patagonia
00801,03601,AUS: ACT_Catholic
00801,03602,AUS: ACT_Government
00801,03603,AUS: ACT_Independent
00801,03604,AUS: NSW_Catholic
00801,03605,AUS: NSW_Government
00801,03606,AUS: NSW_Independent
00801,03607,AUS: VIC_Catholic
00801,03608,AUS: VIC_Government
00801,03609,AUS: VIC_Independent
00801,03610,AUS: QLD_Catholic
00801,03611,AUS: QLD_Government
00801,03612,AUS: QLD_Independent
00801,03613,AUS: SA_Catholic
00801,03614,AUS: SA_Government
00801,03615,AUS: SA_Independent
00801,03616,AUS: WA_Catholic
00801,03617,AUS: WA_Government
00801,03618,AUS: WA_Independent
00801,03619,AUS: TAS_Catholic
00801,03620,AUS: TAS_Government
00801,03621,AUS: TAS_Independent
00801,03622,AUS: NT_Catholic
00801,03623,AUS: NT_Government
00801,03624,AUS: NT_Independent
00801,03625,AUS: Stratum 25
00801,04097,AUT: Stratum 97
00801,03197,AZE: Stratum 97
00801,05601,BEL: Flanders/Gen Ed only/private subsidized
00801,05602,BEL: Flanders/Gen Ed only/network comm. schls
00801,05603,BEL: Flanders/Gen Ed and other type/private subsidized
00801,05604,BEL: Flanders/Gen Ed and other type/network comm. schls
00801,05605,BEL: Flanders/Tech/Voc/noGen Ed/ private subsidized
00801,05606,BEL: Flanders/Tech/Voc/no Gen Ed/network comm. schls
00801,05607,BEL: Flanders/Spec Ed/ private subsidized
00801,05608,BEL: Flanders/Spec Ed/network comm. schls
00801,05609,BEL: Flanders/Part-time Voc/ private subsidized
00801,05611,BEL: French com/Regular/private sectarian
00801,05612,BEL: French com/Regular/public at state/community level
00801,05613,BEL: French com/Regular/public at local level
00801,05614,BEL: French com/Regular/private non-sectarian
00801,05615,BEL: French com/Spec Ed/private sectarian
00801,05616,BEL: French com/Spec Ed/public at state/community level
00801,05617,BEL: French com/Spec Ed/public at local level
00801,05618,BEL: French com/Spec Ed/private non-sectarian
00801,05619,BEL: French com/Part-time Voc/private sectarian
00801,05620,BEL: French com/Part-time Voc/public at state/community level
00801,05621,BEL: French com/Part-time Voc /public at local level
00801,05622,BEL: German com/Regular
00801,05623,BEL: German com/Special Ed
00801,10001,"BGR: 1. General profiled ISCED3,1"
00801,10002,"BGR: 1. General profiled ISCED3,2"
00801,10003,"BGR: 1. General profiled ISCED3,3"
00801,10004,"BGR: 1. General profiled ISCED3,4"
00801,10005,"BGR: 1. General profiled ISCED3,5"
00801,10006,"BGR: 1. General profiled ISCED3,6"
00801,10007,"BGR: 1. General profiled ISCED3,7"
00801,10008,"BGR: 1. General profiled ISCED3,8"
00801,10009,"BGR: 1. General profiled ISCED3,9"
00801,10010,"BGR: 1. General profiled ISCED3,10"
00801,10011,"BGR: 1. General profiled ISCED3,11"
00801,10012,"BGR: 2. General non-profiled ISCED3,1"
00801,10014,"BGR: 2. General non-profiled ISCED3,3"
00801,10015,"BGR: 2. General non-profiled ISCED3,4"
00801,10016,"BGR: 2. General non-profiled ISCED3,5"
00801,10017,"BGR: 2. General non-profiled ISCED3,6"
00801,10018,"BGR: 2. General non-profiled ISCED3,7"
00801,10019,"BGR: 2. General non-profiled ISCED3,8"
00801,10020,"BGR: 2. General non-profiled ISCED3,9"
00801,10021,"BGR: 2. General non-profiled ISCED3,10"
00801,10022,"BGR: 2. General non-profiled ISCED3,11"
00801,10023,"BGR: 3. Other,1"
00801,10024,"BGR: 3. Other,2"
00801,10025,"BGR: 3. Other,3"
00801,10026,"BGR: 3. Other,4"
00801,10027,"BGR: 3. Other,5"
00801,10028,"BGR: 3. Other,6"
00801,10029,"BGR: 3. Other,7"
00801,10030,"BGR: 3. Other,8"
00801,10031,"BGR: 3. Other,9"
00801,10032,"BGR: 3. Other,10"
00801,10033,"BGR: 3. Other,11"
00801,07601,BRA: ACRE - no grade 9
00801,07602,"BRA: ACRE - grade 9, SMOP,1"
00801,07603,"BRA: ACRE - grade 9, SMOP,53"
00801,07604,BRA: ALAGOAS - no grade 9
00801,07605,"BRA: ALAGOAS - grade 9, SMOP,1"
00801,07606,"BRA: ALAGOAS - grade 9, SMOP,53"
00801,07607,BRA: AMAPÁ - no grade 9
00801,07608,"BRA: AMAPÁ - grade 9, SMOP,1"
00801,07609,"BRA: AMAPÁ - grade 9, SMOP,53"
00801,07610,BRA: AMAZONAS - no grade 9
00801,07611,"BRA: AMAZONAS - grade 9, SMOP,1"
00801,07612,"BRA: AMAZONAS - grade 9, SMOP,53"
00801,07613,BRA: BAHIA - no grade 9
00801,07614,"BRA: BAHIA - grade 9, SMOP,1"
00801,07615,"BRA: BAHIA - grade 9, SMOP,53"
00801,07616,BRA: CEARÁ - no grade 9
00801,07617,"BRA: CEARÁ - grade 9, SMOP,1"
00801,07618,"BRA: CEARÁ - grade 9, SMOP,53"
00801,07619,BRA: DISTRITO FEDERAL - no grade 9
00801,07620,"BRA: DISTRITO FEDERAL - grade 9, SMOP,1"
00801,07621,"BRA: DISTRITO FEDERAL - grade 9, SMOP,53"
00801,07622,BRA: ESPÍRITO SANTO - no grade 9
00801,07623,"BRA: ESPÍRITO SANTO - grade 9, SMOP,1"
00801,07624,"BRA: ESPÍRITO SANTO - grade 9, SMOP,53"
00801,07625,BRA: GOIÁS - no grade 9
00801,07626,"BRA: GOIÁS - grade 9, SMOP,1"
00801,07627,"BRA: GOIÁS - grade 9, SMOP,53"
00801,07628,BRA: MARANHÃO - no grade 9
00801,07629,"BRA: MARANHÃO - grade 9, SMOP,1"
00801,07630,"BRA: MARANHÃO - grade 9, SMOP,53"
00801,07631,BRA: MATO GROSSO - no grade 9
00801,07632,"BRA: MATO GROSSO - grade 9, SMOP,1"
00801,07633,"BRA: MATO GROSSO - grade 9, SMOP,53"
00801,07634,BRA: MATO GROSSO DO SUL - no grade 9
00801,07635,"BRA: MATO GROSSO DO SUL - grade 9, SMOP,1"
00801,07636,"BRA: MATO GROSSO DO SUL - grade 9, SMOP,53"
00801,07637,BRA: MINAS GERAIS - no grade 9
00801,07638,"BRA: MINAS GERAIS - grade 9, SMOP,1"
00801,07639,"BRA: MINAS GERAIS - grade 9, SMOP,53"
00801,07640,BRA: PARÁ - no grade 9
00801,07641,"BRA: PARÁ - grade 9, SMOP,1"
00801,07642,"BRA: PARÁ - grade 9, SMOP,53"
00801,07643,BRA: PARAÍBA - no grade 9
00801,07644,"BRA: PARAÍBA - grade 9, SMOP,1"
00801,07645,"BRA: PARAÍBA - grade 9, SMOP,53"
00801,07646,BRA: PARANÁ - no grade 9
00801,07647,"BRA: PARANÁ - grade 9, SMOP,1"
00801,07648,"BRA: PARANÁ - grade 9, SMOP,53"
00801,07649,BRA: PERNAMBUCO - no grade 9
00801,07650,"BRA: PERNAMBUCO - grade 9, SMOP,1"
00801,07651,"BRA: PERNAMBUCO - grade 9, SMOP,53"
00801,07652,BRA: PIAUÍ - no grade 9
00801,07653,"BRA: PIAUÍ - grade 9, SMOP,1"
00801,07654,"BRA: PIAUÍ - grade 9, SMOP,53"
00801,07655,BRA: RIO DE JANEIRO - no grade 9
00801,07656,"BRA: RIO DE JANEIRO - grade 9, SMOP,1"
00801,07657,"BRA: RIO DE JANEIRO - grade 9, SMOP,53"
00801,07658,BRA: RIO GRANDE DO NORTE - no grade 9
00801,07659,"BRA: RIO GRANDE DO NORTE - grade 9, SMOP,1"
00801,07660,"BRA: RIO GRANDE DO NORTE - grade 9, SMOP,53"
00801,07661,BRA: RIO GRANDE DO SUL - no grade 9
00801,07662,"BRA: RIO GRANDE DO SUL - grade 9, SMOP,1"
00801,07663,"BRA: RIO GRANDE DO SUL - grade 9, SMOP,53"
00801,07664,BRA: RONDÔNIA - no grade 9
00801,07665,"BRA: RONDÔNIA - grade 9, SMOP,1"
00801,07666,"BRA: RONDÔNIA - grade 9, SMOP,53"
00801,07667,BRA: RORAIMA - no grade 9
00801,07668,"BRA: RORAIMA - grade 9, SMOP,1"
00801,07669,"BRA: RORAIMA - grade 9, SMOP,53"
00801,07670,BRA: SANTA CATARINA - no grade 9
00801,07671,"BRA: SANTA CATARINA - grade 9, SMOP,1"
00801,07672,"BRA: SANTA CATARINA - grade 9, SMOP,53"
00801,07673,BRA: SÃO PAULO - no grade 9
00801,07674,"BRA: SÃO PAULO - grade 9, SMOP,1"
00801,07675,"BRA: SÃO PAULO - grade 9, SMOP,53"
00801,07676,BRA: SERGIPE - no grade 9
00801,07677,"BRA: SERGIPE - grade 9, SMOP,1"
00801,07678,"BRA: SERGIPE - grade 9, SMOP,53"
00801,07679,BRA: TOCANTINS - no grade 9
00801,07680,"BRA: TOCANTINS - grade 9, SMOP,1"
00801,07681,"BRA: TOCANTINS - grade 9, SMOP,53"
00801,07682,BRA: Stratum 82
00801,12401,CAN: 00 - prov 10 Fr.& Eng. 1 to 17
00801,12402,CAN: 01 - prov 10 Fr.& Eng. 18 to 34
00801,12403,CAN: 02 - prov 10 Fr.& Eng. 35 to ...
00801,12404,CAN: 10 - prov 11 Fr.& Eng. 1 to ...
00801,12405,CAN: 20 - prov 12 Eng. 1 to 17
00801,12406,CAN: 21 - prov 12 Eng. 18 to 34
00801,12407,CAN: 22 - prov 12 Eng. 35 to ...
00801,12408,CAN: 25 - prov 12 Fr. 1 to 17
00801,12409,CAN: 26 - prov 12 Fr. 18 to ...
00801,12410,CAN: 30 - prov 13 Eng. 1 to 34
00801,12411,CAN: 31 - prov 13 Eng. 35 to ...
00801,12412,CAN: 35 - prov 13 Fr. 1 to 34
00801,12413,CAN: 36 - prov 13 Fr. 35 to 139
00801,12414,CAN: 37 - prov 13 Fr. 140 to ...
00801,12415,CAN: 40 - prov 24 Eng. 1 to 17
00801,12416,CAN: 41 - prov 24 Eng. 18 to 34
00801,12417,CAN: 42 - prov 24 Eng. 35 to ...
00801,12418,CAN: 45 - prov 24 Fr.  1 to 34
00801,12419,CAN: 46 - prov 24 Fr.  35 to ...
00801,12420,CAN: 50 - prov 35 Eng.  1 to 34
00801,12421,CAN: 51 - prov 35 Eng.  35 to ...
00801,12422,CAN: 55 - prov 35 Fr.  1 to 17
00801,12423,CAN: 56 - prov 35 Fr.  18 to 34
00801,12424,CAN: 57 - prov 35 Fr.  35 to ...
00801,12425,CAN: 60 - prov 46 Eng.  1 to 17
00801,12426,CAN: 61 - prov 46 Eng.  18 to 34
00801,12427,CAN: 62 - prov 46 Eng.  35 to ...
00801,12428,CAN: 65 - prov 46 Fr.  1 to 17
00801,12429,CAN: 66 - prov 46 Fr.  18 to ...
00801,12430,CAN: 70 - prov 47 Eng.  1 to 17
00801,12431,CAN: 71 - prov 47 Eng. 18 to 34
00801,12432,CAN: 72 - prov 47 Eng. 35 to ...
00801,12433,CAN: 75 - prov 47 Fr.  1 to 8
00801,12434,CAN: 76 - prov 47 Fr.  9 to ...
00801,12435,CAN: 80 - prov 48 Eng.  1 to 17
00801,12436,CAN: 81 - prov 48 Eng.  18 to 34
00801,12437,CAN: 82 - prov 48 Eng.  35 to ...
00801,12438,CAN: 85 - prov 48 Fr.  1 to 8
00801,12439,CAN: 86 - prov 48 Fr.  9 to ...
00801,12440,CAN: 90 - prov 59 Eng.  1 to 17
00801,12441,CAN: 91 - prov 59 Eng.  18 to 34
00801,12442,CAN: 92 - prov 59 Eng.  35 to ...
00801,12443,CAN: 95 - prov 59 Fr.  1 to 8
00801,12444,CAN: 96 - prov 59 Fr.  9 to ...
00801,12445,CAN: Stratum 45
00801,75601,CHE: AG.gr9.pub.
00801,75602,CHE: AR.gr9.pub.
00801,75603,CHE: BE(d).gr9.pub.
00801,75604,CHE: SG.gr9.pub.
00801,75605,CHE: SH.gr9.pub.
00801,75607,CHE: VS(d).gr9.pub.
00801,75608,CHE: D-Rest.gr9.pub.
00801,75609,CHE: D-CH.other.v1.
00801,75610,CHE: D-CH.other.v2.
00801,75611,CHE: D-CH.other.v3.
00801,75612,CHE: D-CH.other.b.
00801,75613,CHE: D-CH.gr9.priv.
00801,75614,CHE: BE(f).gr9.pub.
00801,75615,CHE: FR(f).gr9.pub.
00801,75616,CHE: GE.gr9.pub.
00801,75617,CHE: JU.gr9.pub.
00801,75618,CHE: NE.gr9.pub.
00801,75619,CHE: VD.gr9.pub.
00801,75620,CHE: VS(f).gr9.pub.
00801,75621,CHE: F-CH.other.v1.
00801,75622,CHE: F-CH.other.v2.
00801,75623,CHE: F-CH.other.v3.
00801,75624,CHE: F-CH.other.b.
00801,75625,CHE: F-CH.gr9.priv.
00801,75626,CHE: I-CH.gr9.pub.
00801,75627,CHE: I-CH.other.v.
00801,75628,CHE: I-CH.other.b.
00801,75629,CHE: I-CH.gr9.priv.
00801,75661,"CHE: ZH.gr9.pub.(30.1,30.15,31)"
00801,75662,"CHE: ZH.gr9.pub.(12,12.1)"
00801,75663,"CHE: ZH.gr9.pub.(13,13.2,14,14.1,16)"
00801,75664,CHE: Stratum 64
00801,15297,CHL: Stratum 97
00801,17001,COL: 01: BARRANQUILLA
00801,17002,COL: 02: BOGOTÁ
00801,17003,COL: 03: CÚCUTA
00801,17004,COL: 04: rest of MANIZALES
00801,17005,COL: 05: Manizales-Escuela Activa
00801,17006,COL: 06: MEDELLÍN
00801,17007,COL: 07: PASTO
00801,17008,COL: 08: PEREIRA
00801,17009,COL: 09: REST OF THE COUNTRY
00801,17011,COL: 11: VILLAVICENCIO
00801,17012,COL: 12: Stratum 12
00801,20301,CZE: Basic/Region1/L
00801,20302,CZE: Basic/Region1/M
00801,20303,CZE: Basic/Region1/V
00801,20304,CZE: Basic/Region2/L
00801,20305,CZE: Basic/Region2/M
00801,20306,CZE: Basic/Region2/V
00801,20307,CZE: Basic/Region3/L
00801,20308,CZE: Basic/Region3/M
00801,20309,CZE: Basic/Region3/V
00801,20310,CZE: Basic/Region4/L
00801,20311,CZE: Basic/Region4/M
00801,20312,CZE: Basic/Region4/V
00801,20313,CZE: Basic/Region5/L
00801,20314,CZE: Basic/Region5/M
00801,20315,CZE: Basic/Region5/V
00801,20316,CZE: Basic/Region6/L
00801,20317,CZE: Basic/Region6/M
00801,20318,CZE: Basic/Region6/V
00801,20319,CZE: Basic/Region7/L
00801,20320,CZE: Basic/Region7/M
00801,20321,CZE: Basic/Region7/V
00801,20322,CZE: Basic/Region8/L
00801,20323,CZE: Basic/Region8/M
00801,20324,CZE: Basic/Region8/V
00801,20325,CZE: Basic/Region9/L
00801,20326,CZE: Basic/Region9/M
00801,20327,CZE: Basic/Region9/V
00801,20328,CZE: Basic/Region10/L
00801,20329,CZE: Basic/Region10/M
00801,20330,CZE: Basic/Region10/V
00801,20331,CZE: Basic/Region11/L
00801,20332,CZE: Basic/Region11/M
00801,20333,CZE: Basic/Region11/V
00801,20334,CZE: Basic/Region12/L
00801,20335,CZE: Basic/Region12/M
00801,20336,CZE: Basic/Region12/V
00801,20337,CZE: Basic/Region13/L
00801,20338,CZE: Basic/Region13/M
00801,20339,CZE: Basic/Region13/V
00801,20340,CZE: Basic/Region14/L
00801,20341,CZE: Basic/Region14/M
00801,20342,CZE: Basic/Region14/V
00801,20343,CZE: 6-8yrGym/Region1/L
00801,20344,CZE: 6-8yrGym/Region1/M&V
00801,20345,CZE: 6-8yrGym/Region2/L
00801,20346,CZE: 6-8yrGym/Region2/M&V
00801,20347,CZE: 6-8yrGym/Region3/L
00801,20348,CZE: 6-8yrGym/Region3/M&V
00801,20349,CZE: 6-8yrGym/Region4/L
00801,20350,CZE: 6-8yrGym/Region4/M&V
00801,20351,CZE: 6-8yrGym/Region5/L
00801,20352,CZE: 6-8yrGym/Region5/M&V
00801,20353,CZE: 6-8yrGym/Region6/L
00801,20354,CZE: 6-8yrGym/Region6/M&V
00801,20355,CZE: 6-8yrGym/Region7/L
00801,20356,CZE: 6-8yrGym/Region7/M&V
00801,20357,CZE: 6-8yrGym/Region8/L
00801,20358,CZE: 6-8yrGym/Region8/M&V
00801,20359,CZE: 6-8yrGym/Region9/L
00801,20360,CZE: 6-8yrGym/Region9/M&V
00801,20361,CZE: 6-8yrGym/Region10/L
00801,20362,CZE: 6-8yrGym/Region10/M&V
00801,20363,CZE: 6-8yrGym/Region11/L
00801,20364,CZE: 6-8yrGym/Region11/M&V
00801,20365,CZE: 6-8yrGym/Region12/L
00801,20366,CZE: 6-8yrGym/Region12/M&V
00801,20367,CZE: 6-8yrGym/Region13/L
00801,20368,CZE: 6-8yrGym/Region13/M&V
00801,20369,CZE: 6-8yrGym/Region14/L
00801,20370,CZE: 6-8yrGym/Region14/M&V
00801,20371,CZE: 4yr Gym/Large
00801,20372,CZE: Voc-conservatory/Large
00801,20373,CZE: Voc-without maturate/Large
00801,20374,CZE: Special/practical/Large
00801,20375,CZE: 4yrGym/Voc-C/Voc-other/MSS
00801,20376,CZE: 4yrGym/Voc-C/Voc-other/VSS
00801,20377,CZE: Special/practical/MSS
00801,20378,CZE: Special/practical/VSS
00801,27697,DEU: stratum 97
00801,20801,"DNK: 1,high minority"
00801,20802,"DNK: 2,mid minority"
00801,20803,"DNK: 3,low minority"
00801,20804,"DNK: 4,all other"
00801,20872,DNK: Stratum 72
00801,72401,"ESP: Andalusia, public, E"
00801,72402,"ESP: Andalusia, private, E"
00801,72403,"ESP: Aragon, public, E"
00801,72404,"ESP: Aragon, private, E"
00801,72405,"ESP: Asturias, public, E"
00801,72406,"ESP: Asturias, private, E"
00801,72407,"ESP: BalearicIslands, public, E"
00801,72408,"ESP: BalearicIslands, private, E"
00801,72409,"ESP: CanaryIslands, public, E"
00801,72410,"ESP: CanaryIslands, private, E"
00801,72411,"ESP: Cantabria, public, E"
00801,72412,"ESP: Cantabria, private, E"
00801,72413,"ESP: CastileandLeon, public, E"
00801,72414,"ESP: CastileandLeon, private, E"
00801,72415,"ESP: Castile-LaMancha, public, E"
00801,72416,"ESP: Castile-LaMancha, private, E"
00801,72417,"ESP: Catalonia, public, E"
00801,72418,"ESP: Catalonia, private, E"
00801,72419,"ESP: Extremadura, public, E"
00801,72420,"ESP: Extremadura, private, E"
00801,72421,"ESP: Galicia, public, E"
00801,72422,"ESP: Galicia, private, E"
00801,72423,"ESP: LaRioja, public, E"
00801,72424,"ESP: LaRioja, private, E"
00801,72425,"ESP: Madrid, public, E"
00801,72426,"ESP: Madrid, private, E"
00801,72427,"ESP: Murcia, public, E"
00801,72428,"ESP: Murcia, private, E"
00801,72429,"ESP: Navarra, public, E"
00801,72430,"ESP: Navarra, private, E"
00801,72431,"ESP: BasqueCountry, public, A"
00801,72432,"ESP: BasqueCountry, public, B"
00801,72433,"ESP: BasqueCountry, public, C"
00801,72434,"ESP: BasqueCountry, private, A"
00801,72435,"ESP: BasqueCountry, private, B"
00801,72436,"ESP: BasqueCountry, private, C"
00801,72437,"ESP: Valencia, public, E"
00801,72438,"ESP: Valencia, private, E"
00801,72439,"ESP: CeutaandMelilla, public, E"
00801,72440,"ESP: CeutaandMelilla, private, E"
00801,72441,ESP: Stratum 41
00801,23301,EST: Estonian
00801,23302,EST: Mix
00801,23303,EST: Russian
00801,23304,EST: Stratum 4
00801,24601,"FIN: Southern Finland, urban, MR_ST,1"
00801,24602,"FIN: Southern Finland, rural, MR_ST,1"
00801,24603,"FIN: Western Finland, urban, MR_ST,1"
00801,24604,"FIN: Western Finland, rural, MR_ST,1"
00801,24605,"FIN: Eastern Finland, urban, MR_ST,1"
00801,24606,"FIN: Eastern Finland, rural, MR_ST,1"
00801,24607,"FIN: Northern Finland, urban, MR_ST,1"
00801,24608,"FIN: Northern Finland, rural, MR_ST,1"
00801,24609,"FIN: Swedish speaking, urban, school types 1 and 2, MR_ST,2"
00801,24610,"FIN: Swedish speaking, urban, school types 3, 4, and 5, MR_ST,3"
00801,24611,"FIN: Swedish speaking, rural, school types 1 and 2, MR_ST,2"
00801,24612,"FIN: Swedish speaking, rural, school types 3, 4, and 5, MR_ST,3"
00801,25001,"FRA: lycée général et technologique, ENR>,32"
00801,25002,"FRA: collège, ENR>,32"
00801,25003,"FRA: lycée professionnel, ENR>,32"
00801,25004,"FRA: lycée agricole, ENR>,32"
00801,25005,"FRA: moderately small school, 16<,ENR<32"
00801,25006,"FRA: very small school, ENR<16"
00801,82681,GBR: Scotland/Sch. Attain. Lev. 1
00801,82682,GBR: Scotland/Sch. Attain. Lev. 2
00801,82683,GBR: Scotland/Sch. Attain. Lev. 3
00801,82684,GBR: Scotland/Sch. Attain. Lev. 4
00801,82685,GBR: Scotland/Sch. Attain. Lev. 5
00801,82686,GBR: Scotland/Sch. Attain. Lev. 6
00801,82601,GBR: England/Maintained selective/ North
00801,82602,GBR: England/Maintained selective/ Midlands
00801,82603,GBR: England/Maintained selective/ South
00801,82604,GBR: England/Maintained selective/ London
00801,82605,GBR: England/Maintained non-selective/ North
00801,82606,GBR: England/Maintained non-selective/ Midlands
00801,82607,GBR: England/Maintained non-selective/ South
00801,82608,GBR: England/Maintained non-selective/ London
00801,82609,GBR: England/Independent/ North
00801,82610,GBR: England/Independent/ Midlands
00801,82611,GBR: England/Independent/ South
00801,82612,GBR: England/Independent/ London
